Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,,,,,50.63,20.01,12.38,0.14,11.91,33.83,
Net Margin %,,,,,2.0,10.02,4.69,1.67,7.77,7.16,-1.87
Asset Turnover (Average),,,,,0.51,0.59,0.64,0.53,0.44,0.42,0.43
Return on Assets %,,,,,1.03,5.96,2.99,0.89,3.4,3.02,-0.8
Financial Leverage (Average),,,,,7.12,4.26,4.29,1.92,1.84,1.89,2.03
Return on Equity %,,,,,7.3,31.13,12.77,2.17,6.39,5.63,-1.55
Return on Invested Capital %,,,,,9.83,15.76,11.58,1.16,4.28,3.81,-1.01
Interest Coverage,,,,,,,,,,,
