Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,37.81,31.39,38.66,42.06,41.97,53.86,56.94,60.21,65.11,43.2,43.2
R&D,,,,,,,,,,,
Other,27.12,62.6,23.37,20.84,22.59,22.44,27.57,24.41,38.93,81.26,81.26
Operating Margin,35.07,6.02,37.97,37.1,35.44,23.7,15.49,15.38,-4.04,-24.46,-24.46
Net Int Inc & Other,15.03,11.24,19.0,32.38,6.16,8.65,17.27,44.93,135.7,19.92,19.92
EBT Margin,50.1,17.26,56.97,69.48,41.6,32.36,32.76,60.31,131.66,-4.54,-4.54
