Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,264.21,-54.34,-20.89,52.8,12.57,-5.12,10.29,6.22,4.6,-74.4,31.17
3-Year Average,,40.47,9.58,-17.97,10.81,17.74,5.61,3.59,7.01,-34.23,
5-Year Average,53.96,,,27.36,17.75,-10.03,7.33,13.84,5.53,-21.52,
10-Year Average,,16.27,3.81,24.7,19.9,17.69,,,15.93,-3.87,
