Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-4.12,14.11,-10.75,-10.54,35.69,6.45,3.26,-5.42,-81.62,96.1,-38.46
3-Year Average,14.18,8.28,-0.79,-3.06,2.7,8.92,14.26,1.31,-43.59,-30.15,
5-Year Average,20.0,17.8,8.68,0.27,3.46,5.64,3.56,4.76,-23.66,-17.83,
10-Year Average,,,,12.56,18.0,12.59,10.45,6.7,-12.51,-7.8,
