Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,330.0,,,,,-644.0,
Free Cash Flow Growth % YOY,,,,,-223.0,,,,,,
Cap Ex as a % of Sales,7.61,8.73,5.3,5.87,5.8,4.71,4.53,4.07,1.92,2.46,2.88
Free Cash Flow/Sales %,-0.54,-1.39,3.03,1.18,1.1,-0.24,0.48,-3.22,2.02,1.1,0.95
Free Cash Flow/Net Income,-0.12,-0.35,0.74,0.27,0.25,-5.36,0.31,0.32,7.88,-15.38,0.78
