Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,76.44,-33.54,5.28,21.84,34.89,-11.36,-13.88,-43.14,-42.45,23.64,
3-Year Average,22.57,1.29,7.27,-5.18,20.05,13.36,0.98,-24.29,-34.44,-26.04,
5-Year Average,,,5.2,5.92,15.2,0.38,5.72,-6.53,-19.55,-20.94,
10-Year Average,,,,,,,,-0.84,-7.69,-4.57,
