Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,60.12,60.35,57.38,56.28,57.47,57.22,55.37,52.29,49.37,49.56,49.56
Gross Margin,39.88,39.65,42.62,43.72,42.53,42.78,44.63,47.71,50.63,50.44,50.44
SG&A,11.63,12.51,11.0,9.68,10.1,8.91,7.82,5.87,5.96,5.6,5.6
R&D,16.98,15.45,12.51,11.88,13.55,12.63,11.01,9.31,9.5,9.73,9.73
Other,0.76,2.75,0.48,1.35,2.59,1.98,1.14,1.13,1.16,0.77,0.77
Operating Margin,10.51,8.93,18.64,20.81,16.29,19.26,24.67,31.4,34.01,34.34,34.34
Net Int Inc & Other,-0.95,-0.24,-0.44,-0.1,-0.04,-0.03,,0.02,2.49,0.09,0.09
EBT Margin,9.56,8.69,18.2,20.71,16.25,19.22,24.67,31.41,36.5,34.43,34.43
