Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-4.51,-4.21,-20.78,73.32,22.61,19.5,-9.16,-49.71,
3-Year Average,,15.29,19.32,,-10.18,9.57,18.96,36.43,10.0,-18.27,
5-Year Average,,11.17,17.84,6.99,5.21,,9.02,14.02,12.82,3.01,
10-Year Average,,,,,,,10.09,15.92,9.86,4.11,
