Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,861.15,-83.2,,,,,-32.96,16.19,
3-Year Average,,,,,,46.7,,,-41.72,,
5-Year Average,,,,,,,,-1.39,30.05,,
10-Year Average,,,,,,,,,,,
