Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,15.56,1.86,-27.02,39.87,-13.1,36.37,
3-Year Average,,,,,,,-4.94,1.31,-3.91,18.35,
5-Year Average,,,,,,,,,0.87,4.27,
10-Year Average,,,,,,,,,,,
