Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,22.28,17.98,9.48,-35.6,56.62,4.59,-13.5,24.11,-61.23,412.91,
3-Year Average,63.86,28.19,16.46,-5.95,3.36,1.8,12.32,3.93,-25.34,35.13,
5-Year Average,17.02,17.98,41.55,8.23,9.76,6.38,-0.02,2.52,-7.38,17.42,
10-Year Average,18.99,20.39,10.71,6.73,13.77,11.57,8.61,20.46,0.12,13.53,
