Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,53.13,-77.5,398.35,17.16,5.33,-32.36,-60.71,165.94,-1.48,119.58,
Free Cash Flow Growth % YOY,,,,-89.34,650.13,,,,26.34,153.09,
Cap Ex as a % of Sales,21.08,12.1,13.75,16.14,11.35,15.29,13.23,5.6,3.59,5.03,7.52
Free Cash Flow/Sales %,-3.33,-8.32,6.86,0.5,3.12,-5.27,-8.81,6.14,7.32,17.16,8.31
Free Cash Flow/Net Income,-0.36,-1.4,1.25,0.05,0.26,-0.63,-3.27,-8.5,1.14,1.63,0.67
