Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,4.43,8.58,3.44,3.13,4.11,2.81,2.06,1.96,5.42,9.4,9.33
Free Cash Flow/Sales %,-152.73,-0.05,104.75,-18.86,71.02,34.89,11.22,-24.04,15.16,8.8,-35.6
Free Cash Flow/Net Income,-6.06,-0.01,3.54,-0.88,4.61,1.59,0.48,-0.98,0.84,0.36,-1.35
