Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,56.47,31.35,8.51,23.98,29.28,32.37,19.23,10.32,13.62,20.38,23.7
3-Year Average,73.28,52.56,30.65,20.9,20.26,28.49,26.83,20.31,14.33,14.7,
5-Year Average,106.73,71.57,49.29,36.72,29.01,24.77,22.38,22.78,20.66,18.95,
10-Year Average,,,,108.26,83.74,60.6,44.9,35.39,28.44,23.88,
