Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,73.56,-47.6,206.23,-10.28,-44.21,,7.26,-37.79,263.31,-31.75,47.09
3-Year Average,,,40.69,12.92,15.3,-20.6,-15.73,-12.62,34.34,15.54,
5-Year Average,,,,,6.87,-4.29,10.45,-19.69,6.22,10.59,
10-Year Average,,,,,,,,,,8.72,
