Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,32.85,16.37,0.49,8.73,28.32,3.55,-4.67,19.67,10.82,2.46,
Free Cash Flow Growth % YOY,16.22,77.47,17.4,22.4,42.27,1.65,-20.23,28.19,6.02,-5.5,
Cap Ex as a % of Sales,21.25,18.23,15.77,14.49,11.21,10.61,11.76,12.42,13.25,13.46,13.36
Free Cash Flow/Sales %,7.21,11.49,12.98,14.98,14.48,13.13,10.14,12.22,11.96,10.47,12.0
Free Cash Flow/Net Income,0.86,1.55,1.28,1.56,1.94,1.32,0.96,1.0,1.09,0.97,1.0
