Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,,,,100.0,100.0
COGS,,,,,,,,,,79.45,80.27
Gross Margin,,,,,,,,,,20.55,19.73
SG&A,,,,,,,,,,3.18,3.02
R&D,,,,,,,,,,,
Other,,,,,,,,,,1.18,1.12
Operating Margin,,,,,,,,,,16.18,15.59
Net Int Inc & Other,,,,,,,,,,1.98,-0.68
EBT Margin,,,,,,,,,,18.17,14.91
