Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-3.36,-75.18,259.24,-5.26,-16.86,-8.61,7.89,1.49,-9.32,-14.6,-8.45
3-Year Average,-11.54,-46.57,-4.84,-5.47,41.44,-10.38,-6.41,0.02,-0.24,-7.71,
5-Year Average,-11.98,-29.03,-9.2,-12.29,-7.46,-8.49,22.78,-4.65,-5.48,-4.97,
10-Year Average,,,,-7.22,-10.05,-10.25,-6.65,-6.95,-8.95,-6.22,
