Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,95.68,96.1,96.16,95.95,95.78,95.13,94.33,94.43,94.62,94.97,94.93
Gross Margin,4.32,3.9,3.84,4.05,4.22,4.87,5.67,5.57,5.38,5.03,5.07
SG&A,2.68,2.43,2.44,2.46,2.49,2.84,3.32,3.16,3.0,2.9,3.0
R&D,,,,,,,,,,,
Other,0.05,0.13,0.07,0.12,0.07,1.04,0.27,0.3,0.36,0.5,0.66
Operating Margin,1.59,1.34,1.33,1.48,1.67,0.99,2.07,2.11,2.02,1.63,1.41
Net Int Inc & Other,-0.11,-0.13,-0.1,,-0.09,-0.11,-0.1,-0.19,-0.15,-0.15,-0.18
EBT Margin,1.48,1.21,1.23,1.48,1.58,0.88,1.97,1.92,1.87,1.48,1.23
