Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,25.17,-5.76,4.02,13.8,-7.99,-6.23,-1.95,1.42,46.9,-20.99,-19.44
3-Year Average,20.96,12.93,7.06,3.71,2.89,-0.61,-5.42,-2.3,13.46,5.59,
5-Year Average,20.47,14.72,11.65,11.26,5.14,-0.76,0.03,-0.48,4.74,1.59,
10-Year Average,3.16,11.12,11.16,11.72,11.26,9.34,7.12,5.41,7.95,3.35,
