Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,36.81,,,,,,
Free Cash Flow Growth % YOY,,,,,106.02,,,,,,
Cap Ex as a % of Sales,0.07,10.26,2.04,1.4,1.14,0.45,3.16,2.7,1.28,4.57,
Free Cash Flow/Sales %,-12.81,-20.12,-5.94,1.45,3.73,-21.35,-0.37,-59.31,-11.21,-4.69,-10.48
Free Cash Flow/Net Income,-0.48,-9.22,32.93,-0.48,-0.34,1.09,0.02,1.37,1.34,-7.7,-3.42
