Key Efficiency Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Days Sales Outstanding,,,,,,,,,122.83,257.65,257.65
Days Inventory,,,,,,,,,,,
Payables Period,,,,,,,,,111.13,341.91,341.91
Cash Conversion Cycle,,,,,,,,,,,
Receivables Turnover,,,,,,,,,2.97,1.42,1.42
Inventory Turnover,,,,,,,,,,,
Fixed Assets Turnover,,,,,,,,,139.22,60.24,60.24
Asset Turnover,,,,,,,,,0.5,0.38,0.38
