Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,0.88,-86.03,462.5,-11.67,48.43,
3-Year Average,,,,,,,,-7.44,-11.45,94.65,
5-Year Average,,,,,,,,,,0.78,
10-Year Average,,,,,,,,,,,
