Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,65.0,12.54,16.45,-0.5,-21.29,80.97,8.24,-31.92,10.06,15.64,
3-Year Average,,,29.31,9.25,-3.03,12.33,15.52,10.07,-6.74,-4.67,
5-Year Average,,,,,11.11,13.18,12.3,0.87,2.93,11.16,
10-Year Average,,,,,,,,,,11.14,
