Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,100.0,,100.0,100.0,100.0,100.0,,,,
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,,368.74,,284.59,433.04,827.73,704.61,,,,
R&D,,,,,,,,,,,
Other,,409.46,,434.05,485.21,,282.9,,,,
Operating Margin,,-678.19,,-618.64,-818.25,,-887.51,,,,
Net Int Inc & Other,,166.9,,132.88,,270.48,,,,,
EBT Margin,,-511.29,,-485.76,,,144.21,,,,
