Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-9.1,-57.55,55.75,6.15,-42.2,-30.99,-23.34,84.28,49.63,,
3-Year Average,22.17,-18.59,-15.61,-11.13,-1.5,-24.91,-32.63,-0.84,28.34,,
5-Year Average,44.62,-5.41,3.81,-2.26,-18.09,-22.48,-12.75,-9.77,-3.35,,
10-Year Average,61.73,41.11,22.61,26.95,4.44,5.88,-9.15,-3.21,-2.81,,
