Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,-69.15,,,,,
3-Year Average,,,,,,,,-44.53,,,
5-Year Average,,,,-64.34,,,,,,-33.25,
10-Year Average,,,,,-14.97,-26.78,,-30.92,,,
