Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,,,,80.47,-11.69,
Free Cash Flow Growth % YOY,,,,,,,,,200.12,-79.82,
Cap Ex as a % of Sales,,,,,,,,2.41,3.01,3.19,2.92
Free Cash Flow/Sales %,,,,,,,,0.73,1.9,0.31,-6.86
Free Cash Flow/Net Income,,,,,,,,0.31,0.34,0.06,1.18
