Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-47.87,5.03,14.37,14.66,1.37,-14.86,31.75,3.61,6.98,7.25,-1.2
3-Year Average,20.53,,-14.45,11.26,9.95,-0.35,4.37,5.14,13.45,5.93,
5-Year Average,6.15,12.91,16.03,,-6.16,3.52,8.32,6.2,4.74,5.92,
10-Year Average,,,22.07,,2.18,4.82,10.59,11.01,,-0.3,
