Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,75.54,76.09,81.11,75.44,77.27,76.83,76.09,39.04,41.75,42.14,42.42
Gross Margin,24.46,23.91,18.89,24.56,22.73,23.17,23.91,60.96,58.25,57.86,57.58
SG&A,,1.75,3.22,5.87,31.51,31.39,39.46,106.76,64.16,55.05,53.4
R&D,,,,,,,,,,,
Other,28.35,19.4,14.95,19.56,0.68,8.14,0.29,0.6,2.74,2.19,1.11
Operating Margin,-4.03,3.07,0.87,-0.98,-9.45,-16.35,-15.26,-42.94,-8.3,0.61,3.07
Net Int Inc & Other,0.24,-0.89,-1.05,-2.04,-1.48,-3.14,-1.04,-0.45,-0.09,,
EBT Margin,-3.79,2.18,-0.18,-3.02,-10.94,-19.5,-16.3,-43.39,-8.38,0.61,3.07
