Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,743.0,,,,,,,,,,
Free Cash Flow Growth % YOY,448.0,,,,,,937.0,,,,
Cap Ex as a % of Sales,0.53,0.56,0.58,0.77,0.86,0.89,0.91,0.97,0.81,0.69,0.77
Free Cash Flow/Sales %,6.58,3.58,4.09,1.64,4.7,3.58,3.39,3.59,4.39,3.09,5.63
Free Cash Flow/Net Income,1.2,0.88,0.56,0.33,1.08,0.83,0.97,1.03,1.36,1.06,1.68
