Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,163.34,208.49,,40.36,172.29,835.48,191.32,781.46,75.43,328.53,328.53
Gross Margin,-63.34,-108.49,,59.64,-72.29,-735.48,-91.32,-681.46,24.57,-228.53,-228.53
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,83.98,,,137.36,862.44,,165.69,4.43,70.09,273.27,273.27
Operating Margin,-147.32,,,-77.72,-934.73,,-257.01,-685.89,-45.52,-501.8,-501.8
Net Int Inc & Other,,,,3.29,,,,,20.5,8.33,8.33
EBT Margin,-147.32,,,-74.43,-934.73,,-257.01,-685.89,-25.02,-493.47,-493.47
