Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,40.95,40.65,42.41,43.16,13.13,14.11,14.48,10.13,7.18,5.49,3.6
Gross Margin,59.05,59.35,57.59,56.84,86.87,85.89,85.52,89.87,92.82,94.51,96.4
SG&A,,,,,30.92,31.72,31.01,47.03,53.94,62.45,71.2
R&D,,,,,,,,,,,
Other,24.11,24.26,23.84,24.61,25.05,23.75,23.03,18.53,14.82,21.88,18.2
Operating Margin,34.93,35.09,33.75,32.22,30.9,30.42,31.47,24.32,24.06,10.18,7.0
Net Int Inc & Other,-21.75,-1.66,-1.16,-1.95,-1.99,-1.88,-2.79,-6.18,-4.73,-4.65,-3.58
EBT Margin,13.19,33.43,32.58,30.28,28.92,28.53,28.67,18.14,19.32,5.54,3.42
