,Date,Open,High,Low,Close,Adj Close,Volume
0,1995-01-03,4.75,4.78125,4.65625,4.75,4.170917,129600
1,1995-01-04,4.75,4.8125,4.6875,4.71875,4.143478,68400
2,1995-01-05,4.65625,4.6875,4.59375,4.65625,4.088593,260000
3,1995-01-06,4.6875,4.6875,4.5,4.5625,4.0062739999999994,404800
4,1995-01-09,4.53125,4.5625,4.46875,4.46875,3.930414,613600
5,1995-01-10,4.4375,4.4375,4.3125,4.3125,3.792989,289600
6,1995-01-11,4.3125,4.40625,4.3125,4.40625,3.875443,124800
7,1995-01-12,4.375,4.4375,4.3125,4.3125,3.792989,374400
8,1995-01-13,4.3125,4.40625,4.28125,4.375,3.847956,66800
9,1995-01-16,4.3125,4.328125,4.28125,4.3125,3.792989,480800
10,1995-01-17,4.3125,4.4375,4.3125,4.40625,3.875443,437600
11,1995-01-18,4.40625,4.59375,4.40625,4.5625,4.012872,606000
12,1995-01-19,4.5625,4.5625,4.5,4.5,3.957901,248000
13,1995-01-20,4.53125,4.53125,4.5,4.53125,3.985382,76400
14,1995-01-23,4.46875,4.5,4.375,4.375,3.847956,128800
15,1995-01-24,4.375,4.5625,4.375,4.53125,3.985382,345600
16,1995-01-25,4.53125,4.53125,4.46875,4.5,3.957901,129600
17,1995-01-26,4.5,4.625,4.5,4.625,4.067842,145200
18,1995-01-27,4.5625,4.59375,4.5,4.53125,3.985382,512000
19,1995-01-30,4.53125,4.53125,4.4375,4.46875,3.930414,193200
20,1995-01-31,4.4375,4.53125,4.4375,4.4375,3.9029300000000005,186400
21,1995-02-01,4.4375,4.5,4.4375,4.46875,3.930414,46000
22,1995-02-02,4.46875,4.5,4.4375,4.46875,3.930414,41600
23,1995-02-03,4.5,4.53125,4.4375,4.5,3.957901,243600
24,1995-02-06,4.625,4.8125,4.5625,4.75,4.177785,651200
25,1995-02-07,4.8125,4.8125,4.6875,4.6875,4.122813,437200
26,1995-02-08,4.71875,4.8125,4.71875,4.75,4.177785,549600
27,1995-02-09,4.78125,4.78125,4.6875,4.6875,4.122813,278800
28,1995-02-10,4.71875,4.78125,4.6875,4.78125,4.20527,243600
29,1995-02-13,4.8125,4.90625,4.8125,4.84375,4.260241000000001,264800
30,1995-02-14,4.84375,4.84375,4.75,4.84375,4.260241000000001,137600
31,1995-02-15,4.84375,4.96875,4.8125,4.9375,4.342698,277200
32,1995-02-16,4.9375,5.03125,4.9375,5.0,4.397667,477600
33,1995-02-17,5.0,5.125,5.0,5.125,4.5076089999999995,261200
34,1995-02-21,5.125,5.125,5.09375,5.125,4.5076089999999995,92400
35,1995-02-22,5.09375,5.125,5.0625,5.09375,4.480126,214400
36,1995-02-23,5.125,5.15625,5.0625,5.15625,4.535095,348800
37,1995-02-24,5.15625,5.15625,5.09375,5.125,4.5076089999999995,281200
38,1995-02-27,5.125,5.15625,5.09375,5.15625,4.535095,381600
39,1995-02-28,5.1875,5.21875,5.15625,5.21875,4.590066,322400
40,1995-03-01,5.1875,5.1875,5.15625,5.15625,4.535095,70800
41,1995-03-02,5.15625,5.25,5.15625,5.25,4.617553,218800
42,1995-03-03,5.25,5.28125,5.21875,5.25,4.617553,259600
43,1995-03-06,5.25,5.25,5.15625,5.21875,4.590066,236400
44,1995-03-07,5.25,5.25,5.125,5.125,4.5076089999999995,405200
45,1995-03-08,5.15625,5.28125,5.125,5.21875,4.590066,442800
46,1995-03-09,5.25,5.28125,5.1875,5.28125,4.645036,179600
47,1995-03-10,5.25,5.25,5.15625,5.15625,4.535095,170400
48,1995-03-13,5.1875,5.21875,5.15625,5.1875,4.562581,100800
49,1995-03-14,5.1875,5.25,5.1875,5.25,4.617553,101600
50,1995-03-15,5.25,5.34375,5.25,5.3125,4.67252,317200
51,1995-03-16,5.28125,5.5,5.28125,5.4375,4.782465,635600
52,1995-03-17,5.40625,5.5,5.3125,5.4375,4.782465,492800
53,1995-03-20,5.40625,5.5,5.28125,5.34375,4.700007,426800
54,1995-03-21,5.3125,5.3125,5.25,5.25,4.617553,159600
55,1995-03-22,5.3125,5.375,5.28125,5.3125,4.67252,349200
56,1995-03-23,5.34375,5.4375,5.3125,5.40625,4.7549790000000005,279600
57,1995-03-24,5.40625,5.40625,5.28125,5.3125,4.67252,696000
58,1995-03-27,5.34375,5.5,5.3125,5.5,4.837434,314400
59,1995-03-28,5.5,5.5625,5.5,5.5625,4.892407,268800
60,1995-03-29,5.5625,5.6875,5.5625,5.625,4.9473769999999995,458000
61,1995-03-30,5.65625,5.875,5.65625,5.875,5.16726,414400
62,1995-03-31,5.90625,6.21875,5.90625,6.15625,5.414626999999999,1336800
63,1995-04-03,6.15625,6.15625,5.96875,5.96875,5.249713,1253600
64,1995-04-04,5.96875,5.96875,5.84375,5.875,5.16726,666000
65,1995-04-05,5.875,5.96875,5.84375,5.90625,5.194744999999999,1044800
66,1995-04-06,5.875,5.875,5.71875,5.71875,5.029832,704000
67,1995-04-07,5.6875,5.75,5.625,5.625,4.9538720000000005,227600
68,1995-04-10,5.59375,5.75,5.59375,5.75,5.063958,525600
69,1995-04-11,5.78125,5.78125,5.6875,5.75,5.063958,668400
70,1995-04-12,5.75,5.78125,5.71875,5.78125,5.091480000000001,110400
71,1995-04-13,5.8125,5.875,5.75,5.75,5.063958,191600
72,1995-04-17,5.78125,5.8125,5.75,5.75,5.063958,133200
73,1995-04-18,5.75,5.75,5.5625,5.5625,4.898829,805200
74,1995-04-19,5.59375,5.625,5.53125,5.625,4.9538720000000005,182400
75,1995-04-20,5.625,5.78125,5.625,5.78125,5.091480000000001,356000
76,1995-04-21,5.8125,6.1875,5.8125,6.09375,5.366694,1894000
77,1995-04-24,6.125,6.1875,5.9375,5.9375,5.229088,940800
78,1995-04-25,5.875,5.90625,5.84375,5.84375,5.146523,103200
79,1995-04-26,5.875,5.875,5.71875,5.78125,5.091480000000001,144000
80,1995-04-27,5.78125,5.78125,5.65625,5.65625,4.981396,390800
81,1995-04-28,5.71875,5.71875,5.6875,5.71875,5.0364379999999995,266400
82,1995-05-01,5.75,5.78125,5.71875,5.75,5.063958,529200
83,1995-05-02,5.75,5.75,5.6875,5.75,5.063958,406400
84,1995-05-03,5.75,5.8125,5.75,5.75,5.063958,199600
85,1995-05-04,5.75,5.75,5.6875,5.71875,5.0364379999999995,215200
86,1995-05-05,5.6875,5.75,5.65625,5.65625,4.981396,289200
87,1995-05-08,5.65625,5.6875,5.625,5.65625,4.981396,224000
88,1995-05-09,5.65625,5.8125,5.625,5.8125,5.119001,509200
89,1995-05-10,5.78125,5.9375,5.78125,5.9375,5.229088,706400
90,1995-05-11,5.90625,5.90625,5.78125,5.8125,5.119001,222000
91,1995-05-12,5.8125,5.8125,5.75,5.78125,5.091480000000001,38800
92,1995-05-15,5.8125,5.875,5.78125,5.875,5.174043,279600
93,1995-05-16,5.90625,5.9375,5.84375,5.84375,5.146523,43200
94,1995-05-17,5.84375,5.84375,5.78125,5.8125,5.119001,295600
95,1995-05-18,5.8125,5.8125,5.65625,5.71875,5.0364379999999995,107600
96,1995-05-19,5.71875,5.75,5.71875,5.75,5.063958,130800
97,1995-05-22,5.75,5.75,5.6875,5.6875,5.008916,64000
98,1995-05-23,5.71875,5.90625,5.71875,5.875,5.174043,340800
99,1995-05-24,5.875,6.09375,5.84375,6.09375,5.366694,449200
100,1995-05-25,6.03125,6.125,6.0,6.0625,5.339174,798400
101,1995-05-26,6.0625,6.0625,5.9375,5.96875,5.256608,177600
102,1995-05-30,5.9375,6.03125,5.9375,6.03125,5.311652,303600
103,1995-05-31,6.0625,6.0625,6.0,6.0625,5.339174,254800
104,1995-06-01,6.0625,6.09375,6.03125,6.03125,5.311652,26000
105,1995-06-02,6.0625,6.09375,5.9375,5.96875,5.256608,201600
106,1995-06-05,6.0,6.0,5.96875,6.0,5.2841309999999995,137600
107,1995-06-06,6.0,6.0,5.875,5.90625,5.201564,53200
108,1995-06-07,5.9375,5.9375,5.8125,5.8125,5.119001,307600
109,1995-06-08,5.8125,5.8125,5.75,5.78125,5.091480000000001,242000
110,1995-06-09,5.78125,5.8125,5.75,5.78125,5.091480000000001,652000
111,1995-06-12,5.78125,5.78125,5.71875,5.75,5.063958,188000
112,1995-06-13,5.6875,5.71875,5.6875,5.71875,5.0364379999999995,119200
113,1995-06-14,5.78125,5.78125,5.71875,5.78125,5.091480000000001,300400
114,1995-06-15,5.75,5.8125,5.71875,5.8125,5.119001,186800
115,1995-06-16,5.8125,5.8125,5.6875,5.6875,5.008916,190000
116,1995-06-19,5.65625,5.71875,5.59375,5.6875,5.008916,399600
117,1995-06-20,5.71875,5.71875,5.34375,5.34375,4.706181,788000
118,1995-06-21,5.34375,5.34375,5.1875,5.21875,4.596095,494400
119,1995-06-22,5.21875,5.21875,5.0625,5.15625,4.541051,762800
120,1995-06-23,5.1875,5.34375,5.1875,5.3125,4.678658,2558400
121,1995-06-26,5.28125,5.375,5.25,5.34375,4.706181,352400
122,1995-06-27,5.3125,5.4375,5.3125,5.40625,4.761221,496800
123,1995-06-28,5.375,5.375,5.21875,5.25,4.623616999999999,1011200
124,1995-06-29,5.25,5.25,5.1875,5.1875,4.568567,250400
125,1995-06-30,5.21875,5.4375,5.21875,5.4375,4.788743,653600
126,1995-07-03,5.40625,5.46875,5.34375,5.46875,4.816267,317600
127,1995-07-05,5.4375,5.4375,5.28125,5.28125,4.651136,124000
128,1995-07-06,5.25,5.28125,5.21875,5.25,4.623616999999999,680800
129,1995-07-07,5.25,5.25,5.21875,5.25,4.623616999999999,272400
130,1995-07-10,5.28125,5.3125,5.125,5.125,4.513529,638400
131,1995-07-11,5.125,5.28125,5.0,5.15625,4.541051,582000
132,1995-07-12,5.1875,5.28125,5.1875,5.25,4.630351999999999,335600
133,1995-07-13,5.375,5.4375,5.21875,5.21875,4.602787,817600
134,1995-07-14,5.25,5.28125,5.15625,5.1875,4.575225,286000
135,1995-07-17,5.1875,5.25,5.15625,5.21875,4.602787,460400
136,1995-07-18,5.21875,5.28125,5.21875,5.28125,4.657911,77600
137,1995-07-19,5.25,5.28125,5.1875,5.25,4.630351999999999,132000
138,1995-07-20,5.25,5.375,5.25,5.28125,4.657911,379200
139,1995-07-21,5.28125,5.375,5.21875,5.34375,4.713035,248000
140,1995-07-24,5.3125,5.40625,5.3125,5.375,4.740595,176400
141,1995-07-25,5.40625,5.46875,5.40625,5.4375,4.795719,344000
142,1995-07-26,5.40625,5.40625,5.34375,5.34375,4.713035,244000
143,1995-07-27,5.28125,5.375,5.21875,5.28125,4.657911,758000
144,1995-07-28,5.3125,5.375,5.25,5.375,4.740595,111600
145,1995-07-31,5.34375,5.4375,5.34375,5.40625,4.768158000000001,217200
146,1995-08-01,5.375,5.375,5.1875,5.21875,4.602787,532800
147,1995-08-02,5.21875,5.25,5.1875,5.21875,4.602787,302000
148,1995-08-03,5.1875,5.34375,5.125,5.34375,4.713035,552400
149,1995-08-04,5.34375,5.34375,5.28125,5.34375,4.713035,558800
150,1995-08-07,5.375,5.40625,5.34375,5.375,4.740595,101600
151,1995-08-08,5.40625,5.4375,5.34375,5.34375,4.713035,305200
152,1995-08-09,5.40625,5.40625,5.3125,5.3125,4.685474,703200
153,1995-08-10,5.3125,5.34375,5.1875,5.1875,4.575225,166000
154,1995-08-11,5.15625,5.3125,5.15625,5.3125,4.685474,349600
155,1995-08-14,5.34375,5.34375,5.25,5.25,4.630351999999999,134400
156,1995-08-15,5.3125,5.34375,5.25,5.25,4.630351999999999,108800
157,1995-08-16,5.21875,5.21875,5.125,5.21875,4.602787,242000
158,1995-08-17,5.1875,5.3125,5.1875,5.28125,4.657911,371600
159,1995-08-18,5.28125,5.5,5.28125,5.40625,4.768158000000001,542400
160,1995-08-21,5.46875,5.5,5.40625,5.40625,4.768158000000001,575600
161,1995-08-22,5.4375,5.53125,5.4375,5.53125,4.878405,362400
162,1995-08-23,5.5625,5.71875,5.5625,5.625,4.96109,317600
163,1995-08-24,5.59375,5.625,5.46875,5.5,4.850842,2007200
164,1995-08-25,5.5,5.53125,5.5,5.5,4.850842,160000
165,1995-08-28,5.5,5.5625,5.46875,5.53125,4.878405,280000
166,1995-08-29,5.53125,5.5625,5.5,5.53125,4.878405,56400
167,1995-08-30,5.625,5.65625,5.625,5.65625,4.988652,290400
168,1995-08-31,5.6875,5.84375,5.6875,5.8125,5.12646,116800
169,1995-09-01,5.84375,5.96875,5.84375,5.96875,5.264266,431200
170,1995-09-05,5.96875,6.03125,5.90625,6.03125,5.319389,545200
171,1995-09-06,5.96875,6.0,5.90625,6.0,5.291829,415600
172,1995-09-07,6.0,6.03125,5.78125,6.03125,5.319389,284000
173,1995-09-08,6.03125,6.09375,5.9375,5.9375,5.236705000000001,248000
174,1995-09-11,5.96875,6.03125,5.9375,6.03125,5.319389,230800
175,1995-09-12,6.0,6.15625,5.90625,6.15625,5.429636,312400
176,1995-09-13,6.125,6.125,6.03125,6.0625,5.34695,547600
177,1995-09-14,6.03125,6.09375,5.9375,6.09375,5.374514,348000
178,1995-09-15,6.0625,6.1875,6.0625,6.1875,5.457201,221200
179,1995-09-18,6.15625,6.34375,6.125,6.21875,5.484761,490000
180,1995-09-19,6.15625,6.1875,6.0,6.15625,5.429636,504800
181,1995-09-20,6.125,6.125,6.0,6.0,5.291829,284800
182,1995-09-21,6.0625,6.0625,5.9375,6.03125,5.319389,451200
183,1995-09-22,6.03125,6.03125,5.78125,5.875,5.181582,143600
184,1995-09-25,5.84375,5.84375,5.75,5.78125,5.098898999999999,183200
185,1995-09-26,5.78125,5.78125,5.65625,5.65625,4.988652,232000
186,1995-09-27,5.6875,5.75,5.625,5.75,5.071336,229200
187,1995-09-28,5.8125,5.96875,5.625,5.625,4.96109,263600
188,1995-09-29,5.59375,5.59375,5.4375,5.4375,4.795719,635600
189,1995-10-02,5.46875,5.6875,5.4375,5.59375,4.933527,548400
190,1995-10-03,5.5625,5.6875,5.5625,5.65625,4.988652,304400
191,1995-10-04,5.625,5.65625,5.5625,5.65625,4.988652,230800
192,1995-10-05,5.625,5.625,5.5,5.53125,4.878405,76800
193,1995-10-06,5.5,5.5625,5.5,5.5625,4.905965,259200
194,1995-10-09,5.59375,5.59375,5.5,5.5,4.850842,48000
195,1995-10-10,5.46875,5.46875,5.375,5.375,4.740595,109600
196,1995-10-11,5.375,5.40625,5.34375,5.34375,4.713035,166000
197,1995-10-12,5.375,5.5625,5.34375,5.5,4.85766,620000
198,1995-10-13,5.5,5.59375,5.5,5.53125,4.88526,227200
199,1995-10-16,5.53125,5.53125,5.40625,5.46875,4.83006,188800
200,1995-10-17,5.4375,5.5,5.40625,5.5,4.85766,398400
201,1995-10-18,5.4375,5.46875,5.25,5.25,4.636858,1966400
202,1995-10-19,5.21875,5.3125,5.21875,5.21875,4.6092580000000005,1503600
203,1995-10-20,5.25,5.25,5.125,5.125,4.526459,333600
204,1995-10-23,5.15625,5.15625,5.0,5.0,4.416055,608000
205,1995-10-24,5.0,5.0,4.90625,4.9375,4.360855,1186800
206,1995-10-25,4.9375,4.9375,4.71875,4.71875,4.1676519999999995,658400
207,1995-10-26,4.75,4.8125,4.6875,4.71875,4.1676519999999995,439600
208,1995-10-27,4.71875,4.875,4.71875,4.875,4.305654,352000
209,1995-10-30,4.9375,5.0,4.9375,4.96875,4.388455,646800
210,1995-10-31,5.0,5.03125,4.96875,5.0,4.416055,314800
211,1995-11-01,5.0,5.03125,5.0,5.0,4.416055,390800
212,1995-11-02,4.96875,5.0,4.9375,4.9375,4.360855,42800
213,1995-11-03,4.875,4.96875,4.875,4.96875,4.388455,165600
214,1995-11-06,4.96875,4.96875,4.90625,4.90625,4.333254,63600
215,1995-11-07,4.9375,5.03125,4.9375,5.03125,4.443654,476400
216,1995-11-08,4.96875,5.0,4.875,5.0,4.416055,907200
217,1995-11-09,5.09375,5.15625,5.03125,5.03125,4.443654,1176400
218,1995-11-10,5.03125,5.03125,4.90625,4.90625,4.333254,550000
219,1995-11-13,4.96875,5.09375,4.9375,5.09375,4.498857,446800
220,1995-11-14,5.03125,5.0625,4.9375,4.96875,4.388455,1045600
221,1995-11-15,4.96875,5.03125,4.96875,5.0,4.416055,228000
222,1995-11-16,5.03125,5.4375,5.03125,5.375,4.747257,1046400
223,1995-11-17,5.40625,5.40625,5.375,5.40625,4.774859999999999,906800
224,1995-11-20,5.40625,5.40625,5.1875,5.1875,4.581657,585600
225,1995-11-21,5.21875,5.375,5.1875,5.34375,4.71966,363200
226,1995-11-22,5.375,5.40625,5.34375,5.40625,4.774859999999999,432800
227,1995-11-24,5.40625,5.40625,5.3125,5.3125,4.692057,229200
228,1995-11-27,5.21875,5.21875,5.125,5.1875,4.581657,851200
229,1995-11-28,5.1875,5.28125,5.1875,5.25,4.636858,315200
230,1995-11-29,5.28125,5.28125,5.21875,5.21875,4.6092580000000005,28800
231,1995-11-30,5.28125,5.28125,5.1875,5.25,4.636858,311200
232,1995-12-01,5.25,5.34375,5.25,5.28125,4.664458,308400
233,1995-12-04,5.3125,5.3125,5.125,5.3125,4.692057,1056000
234,1995-12-05,5.3125,5.375,5.3125,5.375,4.747257,461200
235,1995-12-06,5.40625,5.4375,5.40625,5.4375,4.80246,685200
236,1995-12-07,5.4375,5.5,5.4375,5.5,4.85766,720400
237,1995-12-08,5.46875,5.65625,5.4375,5.65625,4.995666,18838800
238,1995-12-11,5.8125,5.875,5.71875,5.875,5.188864,5631200
239,1995-12-12,5.875,5.90625,5.8125,5.875,5.188864,2874000
240,1995-12-13,5.875,6.09375,5.84375,6.0,5.299268,3176800
241,1995-12-14,6.03125,6.09375,5.90625,5.90625,5.2164660000000005,2280000
242,1995-12-15,6.1875,6.21875,5.875,6.0,5.299268,1721200
