Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,2.87,-31.16,-5.41,20.0,35.12,11.01,21.03,19.02,71.07,-29.47,55.56
3-Year Average,7.31,-8.63,-12.5,-7.89,15.32,21.64,21.99,16.94,35.07,12.82,
5-Year Average,8.2,-1.3,-4.26,-2.84,1.67,3.23,15.56,20.99,29.88,14.05,
10-Year Average,10.48,6.08,2.08,2.6,5.26,5.68,6.8,7.63,12.34,7.68,
