Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,,,100.0,100.0,100.0,100.0
COGS,,,,,,,,6.6,7.13,7.26,7.26
Gross Margin,,,,,,,,93.4,92.87,92.74,92.74
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,,,,,,,,27.16,29.71,32.66,32.66
Operating Margin,,,,,,,,66.24,63.16,60.08,60.08
Net Int Inc & Other,,,,,,,,-19.86,57.73,26.16,26.16
EBT Margin,,,,,,,,46.39,120.89,86.24,86.24
