Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,7.31,3.65,5.05,6.65,3.98,4.68,-3.34,1.02,-11.21,-5.56,-6.93
3-Year Average,8.77,7.15,5.33,5.11,5.22,5.1,1.71,0.73,-4.64,-5.38,
5-Year Average,10.02,8.7,6.98,6.63,5.32,4.8,3.34,2.54,-1.15,-3.04,
10-Year Average,15.6,13.29,11.17,10.37,8.2,7.38,5.99,4.74,2.67,1.05,
