Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-7.3,-53.04,278.41,-24.98,135.61,-34.52,-25.22,33.56,-10.67,38.84,
3-Year Average,-16.35,-16.09,18.1,10.06,88.42,5.0,4.88,-13.2,-3.73,18.32,
5-Year Average,,,0.79,10.9,23.83,15.51,26.78,2.94,6.6,-4.1,
10-Year Average,,,,,,,,1.86,8.73,8.97,
