Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,8.64,-1.24,-12.22,7.29,3.27,3.01,0.97,5.62,6.21,-2.33,
3-Year Average,8.9,6.6,-1.98,-2.38,-0.92,4.51,2.41,3.18,4.24,3.09,
5-Year Average,5.23,5.67,2.28,2.67,0.86,-0.21,0.23,4.01,3.8,2.65,
10-Year Average,4.23,3.21,0.15,-5.88,0.13,2.47,2.92,3.14,3.23,1.75,
