Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-2.21,14.62,-20.61,18.94,13.85,18.11,-9.32,-15.47,-2.75,-9.18,
Free Cash Flow Growth % YOY,0.1,18.03,-18.25,12.95,5.57,21.09,-5.99,-11.75,-1.86,-12.33,
Cap Ex as a % of Sales,2.41,2.32,2.08,3.0,3.69,4.48,3.31,2.14,2.22,2.43,2.63
Free Cash Flow/Sales %,9.7,10.93,11.71,12.5,10.94,14.73,12.83,10.45,11.43,10.26,7.79
Free Cash Flow/Net Income,1.06,1.4,1.9,1.09,0.9,1.2,0.91,1.04,0.91,1.37,0.87
