Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,63.09,5.03,18.05,22.31,14.92,21.31,7.87,9.92,
Free Cash Flow Growth % YOY,,,,-11.06,31.1,55.47,23.71,29.22,13.22,11.93,
Cap Ex as a % of Sales,,7.7,5.87,6.52,6.89,6.62,6.56,6.55,6.61,6.86,6.62
Free Cash Flow/Sales %,,-1.1,4.89,4.08,5.14,7.88,9.24,10.83,12.49,13.68,14.21
Free Cash Flow/Net Income,,0.09,-0.48,1.61,3.26,1.56,0.71,1.77,1.35,1.72,1.81
