Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.67,13.14,28.84,1.45,13.75,8.82,14.12,10.34,4.6,8.79,6.75
3-Year Average,18.17,16.24,23.64,13.93,14.14,7.89,12.2,11.07,9.62,7.88,
5-Year Average,12.41,11.78,19.19,15.47,16.88,12.85,13.05,9.6,10.27,9.29,
10-Year Average,,29.91,18.98,17.86,14.73,12.63,12.41,14.29,12.84,13.02,
