Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,-90.81,,,124.78,-2.76,,,
3-Year Average,,,,,,-15.15,146.3,,,20.19,
5-Year Average,,,44.86,-21.49,,,,5.95,,,
10-Year Average,,,-3.2,,,,26.61,23.89,,,
