Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.52,0.07,2.95,6.19,-1.54,4.48,4.87,21.74,21.41,-3.12,-2.01
3-Year Average,9.74,7.06,5.05,3.04,2.49,2.99,2.56,10.08,15.73,12.71,
5-Year Average,9.59,7.73,6.37,6.06,3.92,2.39,3.36,6.88,9.78,9.42,
10-Year Average,8.67,7.67,7.38,7.63,6.69,5.93,5.52,6.62,7.9,6.64,
