Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,17.69,19.61,-34.3,45.27,33.73,17.24,5.78,10.51,5.23,-3.97,12.58
3-Year Average,22.03,18.9,-2.57,4.51,8.47,31.57,18.37,11.08,7.15,3.75,
5-Year Average,25.85,27.21,7.38,9.91,12.43,12.35,9.62,21.64,14.04,6.73,
10-Year Average,18.8,17.85,10.84,12.74,17.79,18.91,18.09,14.29,11.96,9.54,
