Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,19.41,-4.29,-38.78,93.72,28.11,-6.96,31.07,-20.59,18.95,-40.48,37.35
3-Year Average,17.3,7.66,-11.23,4.31,14.96,32.17,16.03,-1.07,7.38,-17.46,
5-Year Average,,16.72,-1.11,8.16,11.67,6.23,13.12,19.17,8.09,-7.27,
10-Year Average,6.18,6.32,-8.03,3.83,14.54,,14.91,8.55,8.12,1.76,
