Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,58.77,,,7.22,-54.81,544.68,-34.32,95.98,-63.59,11.97,4.55
3-Year Average,35.35,,-5.24,-16.86,,46.18,24.15,102.45,-22.32,-7.21,
5-Year Average,31.55,,5.85,6.47,-16.24,10.85,,32.09,6.43,27.6,
10-Year Average,12.17,,2.46,,,20.76,14.04,18.24,6.45,3.38,
