Key Revenue %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,,,58.62,44.87,-31.34,54.2,-25.41,19.51,-54.46,
3-Year Average,,,,,,16.41,15.32,-7.57,11.19,-25.96,
5-Year Average,,,,,,,,12.66,6.45,-15.54,
10-Year Average,,,,,,,,,,,
