Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,14.38,14.86,2.49,14.08,12.34,-0.76,36.14
3-Year Average,,,,,,,10.42,10.33,9.51,8.35,
5-Year Average,,,,,,,,,11.53,8.41,
10-Year Average,,,,-0.51,0.84,2.82,1.91,2.95,,,
