Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-61.03,717.9,-68.39,,,,151.78,,,20.68,
3-Year Average,,,0.26,,,30.55,,,3.07,-19.34,
5-Year Average,,,,,,41.9,12.11,,,,
10-Year Average,,,,,,,,,,11.47,
