Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,-15.49,41.15,-21.28,15.65,-1.9,-4.73,51.08,
Free Cash Flow Growth % YOY,,,,-19.35,25.38,-29.3,12.96,6.69,7.96,-7.43,
Cap Ex as a % of Sales,,,3.34,2.76,4.5,4.17,5.09,4.57,3.45,5.65,5.19
Free Cash Flow/Sales %,,,10.84,7.45,8.28,5.81,6.7,7.4,8.08,4.25,3.48
Free Cash Flow/Net Income,,,6.12,4.94,-1.18,1.61,-3.13,1.4,2.24,-0.77,-0.69
