Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,3.07,-10.34,82.26,-42.73,4.8,59.4,-0.79,55.84,-33.85,17.57,
Free Cash Flow Growth % YOY,-4.99,-13.9,120.95,-51.22,-5.65,83.64,-11.21,75.08,-47.46,29.8,
Cap Ex as a % of Sales,2.41,2.38,1.76,2.15,2.56,2.51,3.17,3.15,3.53,3.22,3.2
Free Cash Flow/Sales %,7.98,6.68,14.88,6.86,5.58,9.45,7.64,12.15,6.03,7.38,6.78
Free Cash Flow/Net Income,0.79,0.86,1.48,0.65,0.59,0.97,0.79,1.14,0.52,0.6,0.59
