Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,980.0,,,,,,,,
Free Cash Flow Growth % YOY,,,-640.0,,,,,,,,
Cap Ex as a % of Sales,0.21,0.53,0.89,2.5,0.52,0.49,0.36,0.2,0.37,0.23,0.24
Free Cash Flow/Sales %,-3.35,2.23,1.99,-3.15,1.06,2.12,1.11,4.28,3.27,2.72,-5.61
Free Cash Flow/Net Income,-1.63,1.39,1.48,-0.93,0.45,0.77,0.4,1.48,1.02,0.86,-1.9
