Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,58.24,-68.49,187.39,21.81,-24.92,3.42,-6.56,10.74,23.65,-15.6,
3-Year Average,23.76,-23.32,12.74,3.33,38.01,-1.84,-10.14,2.28,8.56,4.94,
5-Year Average,21.39,-15.37,11.41,9.56,5.56,-3.05,20.49,-0.43,-0.13,2.23,
10-Year Average,25.3,2.33,1.61,9.3,19.99,8.49,0.98,5.33,4.6,3.88,
