Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,7.03,-1.82,10.68,-1.12,-12.74,7.68,13.11,6.07,4.37,-2.66,
Free Cash Flow Growth % YOY,3.73,-0.28,19.32,-1.44,-18.54,9.27,10.89,6.79,7.18,-1.74,
Cap Ex as a % of Sales,5.42,4.81,3.82,3.87,4.45,4.36,5.04,5.0,4.94,4.49,4.21
Free Cash Flow/Sales %,19.54,18.68,22.95,22.73,17.54,18.54,19.38,19.85,22.57,21.62,24.84
Free Cash Flow/Net Income,1.13,0.92,1.16,1.05,1.18,1.15,1.0,0.9,1.03,0.94,1.17
