Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,-666.0,,,572.0,,,,
Free Cash Flow Growth % YOY,,,,-670.0,,,640.0,,,,
Cap Ex as a % of Sales,1.48,2.68,2.33,1.73,1.93,1.11,1.09,5.72,5.6,3.11,2.27
Free Cash Flow/Sales %,22.29,25.38,42.36,31.3,19.89,21.28,24.11,14.28,27.94,39.42,35.42
Free Cash Flow/Net Income,0.64,0.74,1.37,1.04,0.78,0.81,0.78,0.44,0.84,1.8,1.64
