Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,25.87,45.53,39.65,-31.16,-20.0,-17.36,-36.46,-72.31,75.53,40.46,
3-Year Average,9.51,3.62,36.76,11.84,-8.38,-23.08,-25.11,-47.41,-32.4,-11.95,
5-Year Average,22.08,26.68,21.69,1.35,7.1,-1.55,-16.58,-39.65,-27.22,-18.55,
10-Year Average,,,26.77,21.23,14.87,9.63,2.8,-14.3,-14.11,-6.6,
