Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,14.06,7.35,31.98,-21.85,-4.0,30.44,5.77,8.93,-19.72,
Free Cash Flow Growth % YOY,,35.03,25.31,37.27,-28.84,-7.92,43.83,6.01,9.11,-24.84,
Cap Ex as a % of Sales,5.87,4.3,2.91,2.91,3.45,3.76,3.19,3.13,3.31,3.5,3.32
Free Cash Flow/Sales %,9.08,11.0,15.22,20.05,13.4,12.07,16.85,16.77,17.9,13.18,12.08
Free Cash Flow/Net Income,0.71,0.92,1.34,1.74,1.23,1.0,1.37,1.42,1.46,1.2,1.09
