Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-84.35,,,757.94,,,62.78,-82.23,540.94,-63.47,
3-Year Average,-38.16,,-65.09,32.61,,105.54,18.11,,22.85,-25.35,
5-Year Average,-7.42,,-42.24,,,18.74,,20.22,13.41,,
10-Year Average,-10.2,,-16.78,2.42,,4.85,9.91,-16.67,,-12.94,
