Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,61.96,52.88,69.59,57.9,58.11,69.25,57.5,58.69,52.52,52.7,51.61
R&D,,,,,,,,,,,
Other,25.93,37.88,26.22,22.25,22.93,28.47,28.47,30.83,23.31,21.75,21.22
Operating Margin,12.11,9.24,4.19,19.85,18.96,2.28,14.03,10.48,24.16,25.55,27.17
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,12.11,9.24,4.19,19.85,18.96,2.28,14.03,10.48,24.16,25.55,27.17
