Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,428.0,,,,-487.0,,,
Free Cash Flow Growth % YOY,,,,-266.0,,,,-499.0,,,
Cap Ex as a % of Sales,5.49,7.44,2.25,3.55,3.87,4.76,4.57,5.01,9.02,6.31,5.44
Free Cash Flow/Sales %,23.54,17.61,25.22,21.29,21.78,23.1,15.93,17.36,7.87,12.72,11.19
Free Cash Flow/Net Income,0.96,0.91,1.24,1.01,1.0,1.13,0.98,1.81,0.77,0.97,1.16
