Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,,,,,,,,,,,
Net Margin %,,,,,,,,,,,
Asset Turnover (Average),,,,,,,,,,,
Return on Assets %,,-17.19,-7.87,-12.76,-7.75,-8.04,-5.94,-7.04,-4.16,-5.88,-4.04
Financial Leverage (Average),,1.03,1.02,1.07,1.04,1.08,1.26,1.37,1.48,1.3,1.72
Return on Equity %,,-17.67,-8.06,-13.48,-8.09,-8.51,-6.97,-9.25,-6.2,-8.04,-6.02
Return on Invested Capital %,,-17.81,-8.23,-13.47,-8.22,-9.04,-7.22,-9.39,-5.19,-7.22,-5.05
Interest Coverage,,,,-146.83,,,-104.38,,,,
