Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,8.67,-12.81,-11.98,168.76,-31.51,18.6,-4.13,14.71,13.99,2.18,
3-Year Average,,,-5.87,27.29,17.45,29.72,-8.0,9.26,7.83,10.14,
5-Year Average,16.99,27.09,,,8.95,10.87,13.0,19.14,0.36,8.72,
10-Year Average,0.29,,37.46,,18.38,13.89,19.84,,,8.84,
