Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,4.1,-84.96,935.29,68.78,-9.44,-18.58,20.81,-2.42,-51.43,91.09,54.23
3-Year Average,7.39,-46.51,17.48,38.01,151.06,7.56,-3.78,-1.36,-16.96,-3.25,
5-Year Average,29.05,-21.52,14.04,21.74,19.9,14.15,73.15,7.97,-15.84,-2.29,
10-Year Average,25.38,-1.55,16.58,22.35,,21.37,16.57,10.96,1.22,8.24,
